DayOfYear;flux_m3/s;c_mmol/m3;dis_mmol/s
328;-647.6327514648438;1.8434159755706787;-1193.8565603530878
329;-597.9205932617188;1.8194067478179932;-1087.8607620397088
330;-578.2448120117188;1.799090027809143;-1040.3144749226558
331;-533.3848266601562;1.7822927236557007;-950.6478954647537
332;-501.46783447265625;1.7686580419540405;-886.9251182213411
333;-482.2515563964844;1.7577450275421143;-847.6752752803659
334;-457.42755126953125;1.749101161956787;-800.0870614365849
335;-469.58953857421875;1.742304801940918;-818.1681079990813
336;-465.3399963378906;1.7369872331619263;-808.2896327185335
337;-465.3305358886719;1.7328383922576904;-806.3426176777357
338;-470.0649108886719;1.7296051979064941;-813.0267132264999
339;-433.9886779785156;1.727084994316101;-749.5353334397769
340;-394.13238525390625;1.7251174449920654;-679.9246534378472
341;-393.02679443359375;1.7235772609710693;-677.412045838093
342;-417.8247375488281;1.7223671674728394;-719.6476097120576
343;-477.6094055175781;1.7216370105743408;-822.2700291374713
344;-509.278564453125;1.7206841707229614;-876.3075643430057
345;-531.2561645507812;1.7193862199783325;-913.4345286071548
346;-519.4613037109375;1.717635989189148;-892.2454302450205
347;-508.0390930175781;1.715295433998108;-871.4371365455918
348;-500.1407470703125;1.7121893167495728;-856.3356440049392
349;-497.8860168457031;1.7080960273742676;-850.4371274593432
350;-524.9142456054688;1.7027398347854614;-893.792395838791
351;-513.042236328125;1.695781946182251;-870.0077619942022
352;-498.23846435546875;1.6868141889572144;-840.435711159058
353;-509.8414611816406;1.6753573417663574;-854.166635127549
354;-504.9532775878906;1.660866618156433;-838.6600424744065
355;-544.5712890625;1.64275062084198;-894.5948232001392
356;-534.0411987304688;1.620408058166504;-865.3646618157509
357;-538.9755859375;1.5932868719100952;-858.7427253542701
358;-537.2051391601562;1.5609664916992188;-838.5592213976197
359;-502.60400390625;1.5232590436935425;-765.5960943467799
360;-490.7719421386719;1.4803111553192139;-726.4951806655517
361;-503.22332763671875;1.432682991027832;-720.9595021935529
362;-557.5446166992188;1.381372094154358;-770.1765747542886
363;-610.3877563476562;1.327760100364685;-810.448508629539
364;-584.2191162109375;1.2734768390655518;-743.9895134339749
365;-602.8492431640625;1.220091700553894;-735.531358269669
366;-587.117919921875;1.1673829555511475;-685.3914526154404
