DayOfYear;depth_0.5;depth_1.5;depth_2.5;depth_4.0;depth_6.25;depth_8.75;depth_12.5;depth_17.5;depth_25.0;depth_35.0;depth_45.0;depth_55.0;depth_65.0;depth_75.0;depth_85.0;depth_95.0;depth_107.5
67;1.0052143607603021;1.0052143607603021;1.0052143607603021;1.011479611293848;1.0115498786974504;1.0250104615055144;1.0007535085287202;0.9409800412137301;0.8565295654240774;0.6932121013731105;0.5492634952811288;0.6287412573946465;0.6361621345923755;0.4653820944449938;0.4653820944449938;0.6215508271034073;0.6215508271034073
68;0.9995335329407928;0.9995335329407928;0.9995335329407928;1.0046050281132617;1.0061807113968089;1.0204293716059978;0.998810314420125;0.9400069681630959;0.8540417903685577;0.6908657368862908;0.5491774241459082;0.6254272651979051;0.6324934910124002;0.46520603756998197;0.46520603756998197;0.6199329397193452;0.6199329397193452
69;0.9938527051212838;0.9938527051212838;0.9938527051212838;0.9977304449326749;1.0008115440961673;1.0158482817064813;0.9968671203115295;0.9390338951124616;0.8515540153130381;0.6885193723994715;0.5490913530106879;0.622113273001164;0.628824847432425;0.4650299806949701;0.4650299806949701;0.6183150523352832;0.6183150523352832
70;0.9881718773017746;0.9881718773017746;0.9881718773017746;0.9908558617520883;0.9954423767955258;1.0112671918069647;0.9949239262029341;0.9380608220618275;0.8490662402575183;0.6861730079126519;0.5490052818754673;0.6187992808044227;0.62515620385245;0.4648539238199582;0.4648539238199582;0.6166971649512212;0.6166971649512212
71;0.9824910494822651;0.9824910494822651;0.9824910494822651;0.9839812785715019;0.9900732094948839;1.0066861019074478;0.9929807320943386;0.9370877490111934;0.8465784652019986;0.6838266434258322;0.548919210740247;0.6154852886076816;0.6214875602724749;0.4646778669449464;0.4646778669449464;0.6150792775671593;0.6150792775671593
72;0.9768102216627562;0.9768102216627562;0.9768102216627562;0.9771066953909151;0.9847040421942423;1.0021050120079313;0.9910375379857431;0.936114675960559;0.844090690146479;0.6814802789390128;0.5488331396050263;0.6121712964109404;0.6178189166924996;0.46450181006993446;0.46450181006993446;0.6134613901830973;0.6134613901830973
73;0.9711293938432469;0.9711293938432469;0.9711293938432469;0.9702321122103288;0.9793348748936008;0.9975239221084149;0.9890943438771479;0.9351416029099248;0.8416029150909594;0.6791339144521933;0.5487470684698059;0.6088573042141993;0.6141502731125246;0.46432575319492264;0.46432575319492264;0.6118435027990353;0.6118435027990353
74;0.9654485660237373;0.9654485660237373;0.9654485660237373;0.9633575290297416;0.9739657075929592;0.9929428322088981;0.9871511497685524;0.9341685298592908;0.8391151400354399;0.6767875499653737;0.5486609973345856;0.6055433120174581;0.6104816295325495;0.46414969631991077;0.46414969631991077;0.6102256154149733;0.6102256154149733
75;0.9597677382042284;0.9597677382042284;0.9597677382042284;0.9564829458491553;0.9685965402923177;0.9883617423093817;0.9852079556599569;0.9331954568086566;0.8366273649799201;0.674441185478554;0.5485749261993651;0.6022293198207169;0.6068129859525743;0.46397363944489894;0.46397363944489894;0.6086077280309113;0.6086077280309113
76;0.954086910384719;0.954086910384719;0.954086910384719;0.9496083626685686;0.9632273729916762;0.983780652409865;0.9832647615513618;0.9322223837580222;0.8341395899244003;0.6720948209917346;0.5484888550641446;0.5989153276239757;0.6031443423725991;0.463797582569887;0.463797582569887;0.6069898406468495;0.6069898406468495
